,City,Legal Status,Legal Status Code,Population,Violent Crime per Capita,Rape per Capita,Robbery per Capita,Aggravated Assault per Capita,Property Crime Total per Capita,Burglary per Capita,Larceny-Theft per Capita,Motor Vehicle Theft per Capita
2187,Leavenworth2,Illegal,1.0,36023.0,0.008161452405407657,0.0008050412236626599,0.0007772811814673958,0.006468089831496544,,,0.019487549621075424,0.004052966160508564
2188,Leawood,Illegal,1.0,35054.0,0.00042791122268500027,0.00014263707422833342,2.8527414845666685e-05,0.00025674673361100015,0.016289153876875677,0.002196610943116335,0.01275175443601301,0.0013407884977463343
2189,Lenexa,Illegal,1.0,56508.0,0.0018227507609542013,0.00021235931195582927,0.00019466270262617682,0.0014157287463721952,0.01598003822467615,0.0017519643236355914,0.011432009626955475,0.0027960642740850854
2190,Lindsborg2,Illegal,1.0,3273.0,0.0012221203788573174,0.00030553009471432935,0.00030553009471432935,0.0006110601894286587,,,0.004277421326000611,0.00030553009471432935
2191,Louisburg,Illegal,1.0,4590.0,0.0008714596949891067,0.0,0.0,0.0008714596949891067,0.010893246187363835,0.00261437908496732,0.00784313725490196,0.00043572984749455336
2192,Lyons2,Illegal,1.0,3478.0,0.002587694077055779,0.0011500862564692352,0.0,0.001437607820586544,,,0.011788384128809662,0.0005750431282346176
2193,Maize,Illegal,1.0,5130.0,0.003898635477582846,0.0001949317738791423,0.0001949317738791423,0.0035087719298245615,0.0152046783625731,0.0035087719298245615,0.010721247563352826,0.0009746588693957114
2194,Marion,Illegal,1.0,1759.0,0.0034110289937464467,0.0,0.0,0.0034110289937464467,0.009096077316657191,0.0017055144968732233,0.0062535531552018195,0.0011370096645821489
2195,Marysville2,Illegal,1.0,3265.0,0.0033690658499234303,0.0006125574272588055,0.0,0.0027565084226646246,,,0.011944869831546707,0.0006125574272588055
2196,McPherson,Illegal,1.0,13053.0,0.002145100743124186,0.00038305370412931893,0.00015322148165172758,0.0015322148165172757,0.023366275951888456,0.003217651114686279,0.01762047038994867,0.002528154447253505
2197,Merriam,Illegal,1.0,11087.0,0.004690177685577703,0.0003607828988905926,0.0005411743483358888,0.003788220438351222,0.06115270136195544,0.005231352033913592,0.04275277351853522,0.01316857580950663
2198,Mission3,Illegal,1.0,9979.0,0.004309049002906103,0.0005010522096402445,0.0005010522096402445,0.0033069445836256136,0.048802485218959815,0.0035073654674817115,0.03968333500350737,0.005611784747970738
2199,Mission Hills,Illegal,1.0,3555.0,0.0005625879043600563,0.0,0.0,0.0005625879043600563,0.013220815752461323,0.0011251758087201125,0.009282700421940928,0.0028129395218002813
2200,Montezuma,Illegal,1.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,Mound City,Illegal,1.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,Mulberry,Illegal,1.0,521.0,0.0,0.0,0.0,0.0,0.013435700575815739,0.005758157389635317,0.007677543186180422,0.0
2203,Mulvane2,Illegal,1.0,6528.0,0.0012254901960784314,0.00015318627450980392,0.00045955882352941176,0.0006127450980392157,,,0.013020833333333334,0.0006127450980392157
2204,Neodesha,Illegal,1.0,2239.0,0.0008932559178204555,0.0,0.0,0.0008932559178204555,0.005359535506922733,0.0008932559178204555,0.0031263957123715946,0.0013398838767306833
2205,Newton,Illegal,1.0,18830.0,0.004992033988316516,0.0006903876792352629,0.00021242697822623473,0.004089219330855019,0.02219861922464153,0.0036112586298459905,0.017153478491768456,0.0014338821030270845
2206,North Newton,Illegal,1.0,1761.0,0.001135718341851221,0.0005678591709256105,0.0,0.0005678591709256105,0.0068143100511073255,0.0017035775127768314,0.005110732538330494,0.0
2207,Norton,Illegal,1.0,2705.0,0.0029574861367837337,0.0007393715341959334,0.0,0.0022181146025878,0.021811460258780037,0.0036968576709796672,0.01589648798521257,0.0022181146025878
2208,Olathe3,Illegal,1.0,142228.0,0.0024959923503107685,0.000323424360885339,0.00015468121607559694,0.0020038248446156877,0.01364007087212082,0.001089799476896251,0.010897994768962511,0.001652276626262058
2209,Onaga,Illegal,1.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,Osage City,Illegal,1.0,2795.0,0.0032200357781753132,0.0007155635062611807,0.0,0.0025044722719141325,0.016815742397137744,0.0032200357781753132,0.012164579606440072,0.0014311270125223613
2211,Osawatomie,Illegal,1.0,4266.0,0.0030473511486169714,0.00046882325363338024,0.0,0.0025785278949835913,0.009142053445850914,0.0028129395218002813,0.0039849976558837315,0.0023441162681669013
2212,Oswego,Illegal,1.0,1663.0,0.0006013229104028864,0.0,0.0006013229104028864,0.0,0.015634395670475046,0.010823812387251955,0.004209260372820205,0.0006013229104028864
2213,Overland Park3,Illegal,1.0,198036.0,0.002075380233896867,0.00019693389080773193,0.00021713223858288393,0.0016411157567310993,0.01972368660243592,0.0019289422125270152,0.015042719505544446,0.002752024884364459
2214,Paola,Illegal,1.0,5730.0,0.0038394415357766143,0.0013961605584642235,0.0,0.002443280977312391,0.019197207678883072,0.0017452006980802793,0.015706806282722512,0.0017452006980802793
2215,Park City,Illegal,1.0,7812.0,0.0037122375832053254,0.0002560163850486431,0.00012800819252432156,0.0033282130056323605,0.022401433691756272,0.002944188428059396,0.01715309779825909,0.002304147465437788
2216,Parsons,Illegal,1.0,9373.0,0.009175290728688787,0.0007468259895444362,0.0011735836978555424,0.007148191614211032,0.04064867171663288,0.00938866958284434,0.029979729008855222,0.001280273124933319
2217,Plainville,Illegal,1.0,1793.0,0.0011154489682097045,0.0,0.0,0.0011154489682097045,0.0016731734523145567,0.0005577244841048522,0.0,0.0011154489682097045
2218,Pleasanton,Illegal,1.0,1157.0,0.003457216940363008,0.0,0.0,0.003457216940363008,0.012100259291270527,0.000864304235090752,0.00864304235090752,0.0025929127052722557
2219,Prairie Village,Illegal,1.0,22390.0,0.0006699419383653417,8.932559178204556e-05,8.932559178204556e-05,0.00044662795891022776,0.01125502456453774,0.0011165698972755694,0.008217954443948192,0.0019205002233139794
2220,Roeland Park,Illegal,1.0,6683.0,0.001945234176268143,0.0,0.00014963339817447254,0.0017956007780936705,0.023791710309741133,0.002244500972617088,0.01765674098458776,0.003890468352536286
2221,Rose Hill,Illegal,1.0,3972.0,0.0017623363544813696,0.0,0.0,0.0017623363544813696,0.009566968781470292,0.0022658610271903325,0.006545820745216516,0.0007552870090634441
2222,Russell,Illegal,1.0,4412.0,0.0022665457842248413,0.00045330915684496827,0.0,0.001813236627379873,0.01586582048957389,0.003399818676337262,0.011332728921124207,0.0011332728921124207
2223,Sabetha,Illegal,1.0,2586.0,0.0015467904098994587,0.0003866976024748647,0.0,0.001160092807424594,0.015467904098994586,0.0003866976024748647,0.012761020881670533,0.002320185614849188
2224,Scott City,Illegal,1.0,3738.0,0.002140181915462814,0.0,0.0,0.002140181915462814,0.005350454788657036,0.0008025682182985554,0.003745318352059925,0.0008025682182985554
2225,Seneca,Illegal,1.0,2083.0,0.0,0.0,0.0,0.0,0.015362457993278924,0.0014402304368698992,0.013922227556409025,0.0
2226,Shawnee,Illegal,1.0,66208.0,0.0028848477525374575,0.0003624939584340261,0.0002265587240212663,0.002295795070082165,0.01706742387626873,0.0021447559207346542,0.012022716288061865,0.0028999516674722086
2227,Spring Hill,Illegal,1.0,7572.0,0.0011885895404120444,0.0002641310089804543,0.0,0.0009244585314315901,0.01347068145800317,0.0013206550449022716,0.010301109350237718,0.0018489170628631802
2228,Sterling,Illegal,1.0,2195.0,0.0018223234624145787,0.00045558086560364467,0.0,0.001366742596810934,0.009111617312072893,0.001366742596810934,0.007289293849658315,0.00045558086560364467
2229,St. George,Illegal,1.0,1049.0,0.0009532888465204957,0.0,0.0,0.0009532888465204957,0.008579599618684462,0.002859866539561487,0.005719733079122974,0.0
2230,St. Marys,Illegal,1.0,2656.0,0.0026355421686746986,0.0007530120481927711,0.0,0.0018825301204819277,0.0037650602409638554,0.00037650602409638556,0.0026355421686746986,0.0007530120481927711
2231,Tonganoxie,Illegal,1.0,5649.0,0.0010621348911311736,0.0001770224818551956,0.0,0.0008851124092759781,0.008497079129049389,0.0010621348911311736,0.006195786864931847,0.0012391573729863693
2232,Ulysses,Illegal,1.0,5546.0,0.00432744320230797,0.00018031013342949875,0.0,0.004147133068878471,0.00576992426974396,0.0016227912008654887,0.003966822935448972,0.00018031013342949875
2233,Valley Center,Illegal,1.0,7383.0,0.001083570364350535,0.0005417851821752675,0.0004063388866314506,0.00013544629554381688,0.00650142218610321,0.0008126777732629012,0.005146959230665041,0.0005417851821752675
2234,Valley Falls,Illegal,1.0,1149.0,0.0008703220191470844,0.0,0.0,0.0008703220191470844,0.009573542210617928,0.0008703220191470844,0.007832898172323759,0.0008703220191470844
2235,Victoria,Illegal,1.0,1212.0,0.0008250825082508251,0.0,0.0,0.0008250825082508251,0.0008250825082508251,0.0,0.0008250825082508251,0.0
2236,WaKeeney,Illegal,1.0,1751.0,0.0057110222729868645,0.0,0.0,0.0057110222729868645,0.013706453455168474,0.002284408909194746,0.009708737864077669,0.0017133066818960593
2237,Wellington,Illegal,1.0,7608.0,0.0034174553101997897,0.00013144058885383806,0.0006572029442691904,0.0024973711882229233,0.03299158780231336,0.003548895899053628,0.026813880126182965,0.0026288117770767614
2238,Wellsville,Illegal,1.0,1773.0,0.0022560631697687537,0.0011280315848843769,0.0,0.0011280315848843769,0.005076142131979695,0.0011280315848843769,0.003948110547095319,0.0
2239,Westwood,Illegal,1.0,1657.0,0.0012070006035003018,0.0,0.0,0.0012070006035003018,0.03500301750150875,0.0018105009052504525,0.029571514785757393,0.003621001810500905
2240,Winfield,Illegal,1.0,11900.0,0.0036974789915966387,0.0004201680672268908,0.0001680672268907563,0.0031092436974789915,0.03403361344537815,0.006890756302521009,0.02453781512605042,0.002605042016806723
2241,Alexandria,Illegal,1.0,9861.0,0.0004056383733901227,0.00010140959334753067,0.00010140959334753067,0.00020281918669506134,0.012371970388398743,0.0007098671534327148,0.010749416894838252,0.0009126863401277761
2242,Anchorage,Illegal,1.0,2431.0,0.0,0.0,0.0,0.0,0.005758946935417524,0.0008227067050596463,0.004524886877828055,0.00041135335252982314
2243,Ashland,Illegal,1.0,19979.0,0.0020521547625006256,0.0003503678862805946,0.0003503678862805946,0.0013013664347564942,0.03213374042744882,0.005255518294208919,0.024525752039641625,0.002352470093598278
2244,Auburn,Illegal,1.0,1384.0,0.0,0.0,0.0,0.0,0.004335260115606936,0.000722543352601156,0.0036127167630057803,0.0
2245,Audubon Park,Illegal,1.0,1491.0,0.0,0.0,0.0,0.0,0.011401743796109993,0.0013413816230717639,0.00670690811535882,0.00335345405767941
2246,Augusta,Illegal,1.0,1143.0,0.0017497812773403325,0.0,0.0,0.0017497812773403325,0.008748906386701663,0.004374453193350831,0.003499562554680665,0.0008748906386701663
2247,Barbourville,Illegal,1.0,3018.0,0.0019880715705765406,0.0,0.0003313452617627568,0.0016567263088137839,0.021537442014579192,0.005301524188204109,0.012259774685222002,0.003976143141153081
2248,Bardstown,Illegal,1.0,13330.0,0.0019504876219054764,0.0002250562640660165,0.0003000750187546887,0.0014253563390847711,0.020180045011252812,0.0044261065266316575,0.013653413353338334,0.0021005251312828208
2249,Beattyville,Illegal,1.0,1212.0,0.0,0.0,0.0,0.0,0.007425742574257425,0.0008250825082508251,0.0016501650165016502,0.0049504950495049506
2250,Beaver Dam,Illegal,1.0,3578.0,0.0008384572386808273,0.00027948574622694243,0.0,0.0005589714924538849,0.005869200670765791,0.00027948574622694243,0.005310229178311906,0.00027948574622694243
2251,Bellevue,Illegal,1.0,5695.0,0.0005267778753292362,0.0003511852502194908,0.0001755926251097454,0.0,0.01369622475856014,0.0014047410008779632,0.010711150131694469,0.0015803336259877085
2252,Benton,Illegal,1.0,4455.0,0.001122334455667789,0.0004489337822671156,0.0,0.0006734006734006734,0.01818181818181818,0.0038159371492704824,0.013019079685746353,0.0013468013468013469
2253,Berea,Illegal,1.0,16311.0,0.000980933112623383,0.00024523327815584577,0.00024523327815584577,0.0004904665563116915,0.014591380050272822,0.0028814910183311876,0.009564097848077983,0.00214579118386365
2254,Bowling Green,Illegal,1.0,71861.0,0.0034371912442075674,0.0007792822254073837,0.0009880185357843616,0.0015446486967896356,0.04446083411029627,0.007792822254073837,0.03225671783025563,0.004411294025966797
2255,Brandenburg,Illegal,1.0,2898.0,0.0003450655624568668,0.0,0.0,0.0003450655624568668,0.004830917874396135,0.0003450655624568668,0.003795721187025535,0.0006901311249137336
2256,Burkesville,Illegal,1.0,1456.0,0.0,0.0,0.0,0.0,0.004120879120879121,0.0006868131868131869,0.0013736263736263737,0.0020604395604395605
2257,Burnside,Illegal,1.0,844.0,0.002369668246445498,0.001184834123222749,0.0,0.001184834123222749,0.016587677725118485,0.002369668246445498,0.011848341232227487,0.002369668246445498
2258,Cadiz,Illegal,1.0,2678.0,0.0,0.0,0.0,0.0,0.024271844660194174,0.004480955937266617,0.017923823749066467,0.0018670649738610904
2259,Calvert City,Illegal,1.0,2497.0,0.0,0.0,0.0,0.0,0.010812975570684821,0.0012014417300760913,0.00881057268722467,0.0008009611533840609
2260,Campbellsville,Illegal,1.0,11559.0,0.0019032788303486462,0.00017302534821351327,0.0006921013928540531,0.0009516394151743231,0.030019897915044554,0.01159269833030539,0.01522623064278917,0.0032009689419499956
2261,Carlisle,Illegal,1.0,1984.0,0.0020161290322580645,0.0005040322580645161,0.0,0.0015120967741935483,0.0025201612903225806,0.0,0.0025201612903225806,0.0
2262,Carrollton,Illegal,1.0,3763.0,0.0005314908317831517,0.0,0.0,0.0005314908317831517,0.006643635397289397,0.0010629816635663034,0.00451767207015679,0.0010629816635663034
2263,Catlettsburg,Illegal,1.0,1734.0,0.0005767012687427913,0.0,0.0,0.0005767012687427913,0.01441753171856978,0.0028835063437139563,0.00980392156862745,0.0017301038062283738
2264,Cave City,Illegal,1.0,2439.0,0.0016400164001640015,0.0004100041000410004,0.0004100041000410004,0.0008200082000820008,0.008610086100861008,0.002050020500205002,0.004510045100451004,0.002050020500205002
2265,Central City,Illegal,1.0,5703.0,0.0005260389268805891,0.0,0.0,0.0005260389268805891,0.011572856391372961,0.0021041557075223566,0.00876731544800982,0.0007013852358407856
2266,Clay City,Illegal,1.0,1090.0,0.001834862385321101,0.0,0.0,0.001834862385321101,0.023853211009174313,0.001834862385321101,0.015596330275229359,0.006422018348623854
2267,Clinton,Illegal,1.0,1238.0,0.004038772213247173,0.0008077544426494346,0.0,0.0032310177705977385,0.0032310177705977385,0.0008077544426494346,0.0016155088852988692,0.0008077544426494346
2268,Coal Run Village,Illegal,1.0,1501.0,0.0,0.0,0.0,0.0,0.010659560293137908,0.0006662225183211193,0.009327115256495669,0.0006662225183211193
2269,Cold Spring,Illegal,1.0,6641.0,0.0007528986598403855,0.0003011594639361542,0.0003011594639361542,0.0001505797319680771,0.016413190784520405,0.001505797319680771,0.013853335341063092,0.0010540581237765397
2270,Columbia,Illegal,1.0,4609.0,0.0017357344326318074,0.00021696680407897592,0.0,0.0015187676285528314,0.0028205684530266868,0.0010848340203948796,0.0015187676285528314,0.00021696680407897592
2271,Corbin,Illegal,1.0,7190.0,0.0011126564673157164,0.0,0.0005563282336578582,0.0005563282336578582,0.0196105702364395,0.0037552155771905424,0.01349095966620306,0.002364394993045897
2272,Covington,Illegal,1.0,40324.0,0.003819065568891975,0.0005207816684852693,0.001562345005455808,0.0017111397678801707,0.026014284297192738,0.0038934629501041563,0.018376153159408787,0.0037446681876797936
2273,Cynthiana,Illegal,1.0,6329.0,0.003476062569126244,0.0004740085321535788,0.00015800284405119292,0.0028440511929214724,0.019276346974245535,0.0036340654131774373,0.01406225312055617,0.0015800284405119293
2274,Danville,Illegal,1.0,16826.0,0.0009509093070248425,0.0002971591584452633,0.00023772732675621063,0.0004160228218233686,0.016878640199690955,0.004635682871746107,0.01051943420896232,0.001723523118982527
2275,Dawson Springs,Illegal,1.0,2617.0,0.0015284677111196026,0.00038211692777990065,0.0,0.0011463507833397019,0.014902560183416125,0.006495987772258311,0.00573175391669851,0.0026748184944593045
2276,Dayton,Illegal,1.0,5639.0,0.0014186912573151268,0.0005320092214931725,0.0,0.0008866820358219542,0.010994857244192233,0.002305373293137081,0.007093456286575634,0.0015960276644795177
2277,Dry Ridge,Illegal,1.0,2205.0,0.0,0.0,0.0,0.0,0.014512471655328799,0.0013605442176870747,0.009523809523809525,0.0036281179138321997
2278,Eddyville,Illegal,1.0,2544.0,0.00039308176100628933,0.0,0.0,0.00039308176100628933,0.00589622641509434,0.0,0.00550314465408805,0.00039308176100628933
2279,Edgewood,Illegal,1.0,8776.0,0.00045578851412944393,0.00011394712853236098,0.0,0.00034184138559708297,0.004443938012762078,0.00022789425706472196,0.0038742023701002735,0.00034184138559708297
2280,Edmonton,Illegal,1.0,1593.0,0.0,0.0,0.0,0.0,0.006905210295040804,0.0018832391713747645,0.004394224733207784,0.0006277463904582549
2281,Elizabethtown,Illegal,1.0,30505.0,0.0014423864940173742,0.0002622520898213408,0.00029503360104900835,0.0007867562694640223,0.009375512211112932,0.0022291427634813965,0.005966235043435502,0.0011801344041960334
2282,Elkton,Illegal,1.0,2127.0,0.0004701457451810061,0.0004701457451810061,0.0,0.0,0.024917724494593323,0.010343206393982134,0.011753643629525154,0.0028208744710860366
2283,Elsmere,Illegal,1.0,8618.0,0.001392434439545138,0.0004641448131817127,0.00011603620329542818,0.000696217219772569,0.008354606637270829,0.0011603620329542817,0.004409375725226271,0.002784868879090276
2284,Eminence,Illegal,1.0,2591.0,0.0030876109610189118,0.0019297568506368198,0.0,0.0011578541103820917,0.018525665766113468,0.0019297568506368198,0.015438054805094558,0.0011578541103820917
2285,Erlanger,Illegal,1.0,23441.0,0.0009385265133740028,0.00038394266456209206,8.532059212490934e-05,0.0004692632566870014,0.00584446056055629,0.0009811868094364575,0.004052728125933194,0.0008105456251866388
2286,Falmouth,Illegal,1.0,2091.0,0.00430416068866571,0.00047824007651841227,0.0009564801530368245,0.0028694404591104736,0.029172644667623145,0.004782400765184123,0.021520803443328552,0.0028694404591104736
2287,Flatwoods,Illegal,1.0,7041.0,0.000568101121999716,0.000142025280499929,0.0,0.00042607584149978694,0.004686834256497656,0.0012782275244993609,0.0031245561709984378,0.000284050560999858
2288,Flemingsburg,Illegal,1.0,2800.0,0.00035714285714285714,0.0,0.0,0.00035714285714285714,0.018214285714285714,0.005357142857142857,0.010714285714285714,0.002142857142857143
2289,Florence,Illegal,1.0,33397.0,0.0016468545078899303,0.00041919932928107315,0.00047908494774979787,0.0007485702308590592,0.04674072521483966,0.0032038805880767736,0.04105159146031081,0.0024852531664520767
2290,Fort Mitchell,Illegal,1.0,8249.0,0.0004849072614862408,0.0002424536307431204,0.0,0.0002424536307431204,0.008607103891380773,0.0009698145229724816,0.00618256758394957,0.0014547217844587223
2291,Fort Thomas,Illegal,1.0,16273.0,0.00036870890432003935,0.00018435445216001968,6.145148405333988e-05,0.00012290296810667977,0.00540773059669391,0.0008603207767467584,0.004117249431573772,0.0004301603883733792
2292,Fort Wright,Illegal,1.0,5752.0,0.000521557719054242,0.0,0.0,0.0003477051460361613,0.011474269819193325,0.0006954102920723226,0.009735744089012517,0.001043115438108484
2293,Frankfort,Illegal,1.0,27803.0,0.0024817465741107073,0.0006114448081142323,0.0005754774664604539,0.0012228896162284645,0.030752077113980505,0.005143329856490307,0.021004927525806568,0.0046038197316836315
2294,Franklin,Illegal,1.0,9072.0,0.0020943562610229276,0.0006613756613756613,0.0007716049382716049,0.0005511463844797178,0.02722663139329806,0.0028659611992945325,0.0222663139329806,0.0020943562610229276
2295,Fulton,Illegal,1.0,2087.0,0.0019166267369429804,0.0004791566842357451,0.0004791566842357451,0.0009583133684714902,0.05558217537134643,0.005270723526593196,0.047436511739338764,0.0028749401054144704
2296,Georgetown,Illegal,1.0,35702.0,0.001764607024816537,0.0004761638003473195,0.0005321830709764159,0.0007562601534928015,0.022351688981009466,0.003305136967116688,0.01649767520026889,0.0025488768136238864
2297,Glasgow,Illegal,1.0,14537.0,0.0028891793354887526,0.0007566898259613401,0.00027515993671321456,0.0018573295728141982,0.030473962990988514,0.004402558987411433,0.024145284446584578,0.0019261195569925018
2298,Graymoor-Devondale,Illegal,1.0,2956.0,0.0016914749661705007,0.0,0.0010148849797023004,0.0006765899864682003,0.015561569688768605,0.003044654939106901,0.009810554803788904,0.0027063599458728013
2299,Grayson,Illegal,1.0,3870.0,0.0015503875968992248,0.00025839793281653745,0.00025839793281653745,0.0007751937984496124,0.02558139534883721,0.004651162790697674,0.01627906976744186,0.004651162790697674
2300,Greensburg,Illegal,1.0,2056.0,0.0009727626459143969,0.0009727626459143969,0.0,0.0,0.009727626459143969,0.0024319066147859923,0.007295719844357977,0.0
2301,Greenup,Illegal,1.0,1105.0,0.0,0.0,0.0,0.0,0.005429864253393665,0.0009049773755656109,0.0027149321266968325,0.0018099547511312218
2302,Greenville,Illegal,1.0,4174.0,0.0014374700527072352,0.0004791566842357451,0.0,0.0009583133684714902,0.006708193579300431,0.0016770483948251077,0.0035936751317680884,0.0014374700527072352
2303,Guthrie,Illegal,1.0,1408.0,0.0,0.0,0.0,0.0,0.004261363636363636,0.002840909090909091,0.0014204545454545455,0.0
2304,Hardinsburg,Illegal,1.0,2338.0,0.000427715996578272,0.0,0.0,0.000427715996578272,0.011120615911035072,0.0029940119760479044,0.005988023952095809,0.00213857998289136
2305,Harlan,Illegal,1.0,1480.0,0.002027027027027027,0.0,0.0006756756756756757,0.0013513513513513514,0.00945945945945946,0.0006756756756756757,0.008783783783783784,0.0
2306,Harrodsburg,Illegal,1.0,8553.0,0.001052262364082778,0.00023383608090728398,0.00011691804045364199,0.0007015082427218519,0.014848591137612534,0.004209049456331112,0.009470361276745002,0.00116918040453642
2307,Hartford,Illegal,1.0,2732.0,0.00036603221083455345,0.0,0.0,0.00036603221083455345,0.0029282576866764276,0.0014641288433382138,0.0,0.0014641288433382138
2308,Hawesville,Illegal,1.0,991.0,0.0,0.0,0.0,0.0,0.007063572149344097,0.0,0.007063572149344097,0.0
2309,Hazard,Illegal,1.0,4796.0,0.0022935779816513763,0.0004170141784820684,0.0006255212677231026,0.0012510425354462051,0.02689741451209341,0.003336113427856547,0.019808173477898247,0.0037531276063386154
2310,Henderson,Illegal,1.0,28126.0,0.0029154518950437317,0.000533314371044585,0.0005688686624475575,0.0017421602787456446,0.026203512763990612,0.004302069259759653,0.01887932873497831,0.003022114769252649
2311,Heritage Creek,Illegal,1.0,1139.0,0.0,0.0,0.0,0.0,0.009657594381035996,0.0,0.009657594381035996,0.0
2312,Highland Heights,Illegal,1.0,7069.0,0.0007073136228603763,0.0,0.00028292544914415053,0.0004243881737162258,0.009478002546329042,0.0014146272457207527,0.007356061677747913,0.0007073136228603763
2313,Hillview,Illegal,1.0,9311.0,0.0005369992482010525,0.0001073998496402105,0.0,0.000429599398560842,0.018365374288475997,0.002577596391365052,0.01278058210718505,0.003007195789925894
2314,Hodgenville,Illegal,1.0,3251.0,0.0012303906490310674,0.0006151953245155337,0.0,0.0006151953245155337,0.008612734543217471,0.003383574284835435,0.004613964933866502,0.0006151953245155337
2315,Hopkinsville,Illegal,1.0,30532.0,0.0029149744530328836,0.0005567928730512249,0.0007533080047163632,0.001539368531376916,0.030459845408096424,0.005666186296344819,0.022763002751211844,0.0020306563605397617
2316,Horse Cave,Illegal,1.0,2433.0,0.0008220304151253596,0.0,0.0004110152075626798,0.0004110152075626798,0.0032881216605014385,0.0012330456226880395,0.0016440608302507192,0.0004110152075626798
2317,Hurstbourne Acres,Illegal,1.0,1899.0,0.000526592943654555,0.0,0.000526592943654555,0.0,0.01369141653501843,0.00105318588730911,0.01158504476040021,0.00105318588730911
2318,Independence,Illegal,1.0,28957.0,0.0007252132472286494,0.0003108056773837069,0.00010360189246123562,0.0003108056773837069,0.004489415339986877,0.0006561453189211589,0.0032461926304520497,0.0005870773906136686
2319,Indian Hills,Illegal,1.0,2978.0,0.0,0.0,0.0,0.0,0.009402283411685695,0.0010073875083948958,0.008059100067159167,0.000335795836131632
2320,Irvine,Illegal,1.0,2279.0,0.0008775778850372971,0.00043878894251864854,0.0,0.00043878894251864854,0.005704256252742431,0.0008775778850372971,0.0026327336551118913,0.002193944712593243
2321,Jackson,Illegal,1.0,1913.0,0.0005227391531625719,0.0,0.0005227391531625719,0.0,0.02770517511761631,0.004704652378463147,0.021432305279665446,0.0015682174594877157
2322,Jamestown,Illegal,1.0,1791.0,0.0011166945840312675,0.0005583472920156337,0.0,0.0005583472920156337,0.013958682300390842,0.008375209380234505,0.005583472920156337,0.0
2323,Jeffersontown,Illegal,1.0,27700.0,0.0010469314079422382,0.0001444043321299639,0.0006137184115523465,0.0002888086642599278,0.02548736462093863,0.003032490974729242,0.017906137184115524,0.004548736462093863
2324,Junction City,Illegal,1.0,2312.0,0.0,0.0,0.0,0.0,0.0034602076124567475,0.00043252595155709344,0.0021626297577854673,0.0008650519031141869
2325,La Center,Illegal,1.0,954.0,0.0,0.0,0.0,0.0,0.0020964360587002098,0.0010482180293501049,0.0010482180293501049,0.0
2326,La Grange,Illegal,1.0,9142.0,0.0015313935681470138,0.0002187705097352877,0.0006563115292058631,0.0006563115292058631,0.018048567053161234,0.002187705097352877,0.013454386348720192,0.0024064756070881644
2327,Lakeside Park-Crestview Hills,Illegal,1.0,6134.0,0.00032605151613955004,0.0,0.00032605151613955004,0.0,0.0078252363873492,0.0006521030322791001,0.006521030322791001,0.0006521030322791001
2328,Lancaster,Illegal,1.0,3873.0,0.002581977794990963,0.0005163955589981926,0.0,0.0020655822359927703,0.030983733539891558,0.007229537825974697,0.020655822359927703,0.003098373353989156
2329,Lawrenceburg,Illegal,1.0,11565.0,0.0005188067444876783,8.64677907479464e-05,0.0001729355814958928,0.00025940337224383917,0.007436230004323389,0.0018158236057068742,0.004150453955901427,0.0014699524427150886
2330,Lebanon,Illegal,1.0,5726.0,0.0013971358714634998,0.00034928396786587494,0.00017464198393293747,0.0006985679357317499,0.014320642682500873,0.005064617534055187,0.0062871114215857496,0.002968913726859937
2331,Lebanon Junction,Illegal,1.0,1979.0,0.001010611419909045,0.0005053057099545225,0.0005053057099545225,0.0,0.00202122283981809,0.0005053057099545225,0.0015159171298635675,0.0
2332,Leitchfield,Illegal,1.0,6880.0,0.0010174418604651163,0.00029069767441860465,0.00014534883720930232,0.0005813953488372093,0.02049418604651163,0.004069767441860465,0.014825581395348838,0.0015988372093023256
2333,Lewisport,Illegal,1.0,1692.0,0.0,0.0,0.0,0.0,0.000591016548463357,0.000591016548463357,0.0,0.0
2334,Lexington,Illegal,1.0,325851.0,0.003200849468008384,0.0005462619418077588,0.0010280772500314561,0.0015405814313904208,0.028715578592669655,0.004449886604613765,0.021083255843928665,0.003182436144127224
2335,London,Illegal,1.0,8076.0,0.0009905894006934125,0.0,0.00012382367508667657,0.000866765725606736,0.0359088657751362,0.004086181277860327,0.02637444279346211,0.005448241703813769
2336,Louisa,Illegal,1.0,2313.0,0.0025940337224383916,0.0008646779074794639,0.00043233895373973193,0.0012970168612191958,0.011673151750972763,0.0034587116299178555,0.0038910505836575876,0.00432338953739732
2337,Ludlow,Illegal,1.0,4499.0,0.0004445432318292954,0.0002222716159146477,0.0002222716159146477,0.0,0.013336296954878863,0.0008890864636585908,0.010891309179817737,0.001555901311402534
2338,Madisonville,Illegal,1.0,18494.0,0.0014599329512274251,0.0001622147723586028,0.0001622147723586028,0.0010273602249378177,0.010652103384881583,0.0024872931761652428,0.006001946577268304,0.002162863631448037
2339,Manchester,Illegal,1.0,1274.0,0.0,0.0,0.0,0.0,0.023547880690737835,0.005494505494505495,0.01020408163265306,0.007849293563579277
