,City,Legal Status,Legal Status Code,Population,Violent Crime per Capita,Rape per Capita,Robbery per Capita,Aggravated Assault per Capita,Property Crime Total per Capita,Burglary per Capita,Larceny-Theft per Capita,Motor Vehicle Theft per Capita
10,Leighton,Illegal,1.0,754.0,0.015915119363395226,0.002652519893899204,0.0,0.013262599469496022,0.04774535809018567,0.014588859416445624,0.026525198938992044,0.006631299734748011
11,Marion,Illegal,1.0,3067.0,0.0016302575806977503,0.0,0.0,0.0016302575806977503,0.0039126181936746,0.0026084121291164004,0.00097815454841865,0.00032605151613955004
12,Odenville,Illegal,1.0,3915.0,0.00280970625798212,0.0005108556832694764,0.0005108556832694764,0.0017879948914431673,0.011749680715197957,0.0022988505747126436,0.0066411238825031926,0.00280970625798212
13,Piedmont,Illegal,1.0,4501.0,0.0051099755609864475,0.0006665185514330149,0.0,0.004443457009553432,0.02043990224394579,0.004887802710508776,0.013108198178182626,0.002443901355254388
14,Rainbow City,Illegal,1.0,9610.0,0.0006243496357960458,0.0002081165452653486,0.0,0.0004162330905306972,0.00894901144640999,0.001768990634755463,0.006243496357960458,0.0009365244536940686
15,Rogersville,Illegal,1.0,1250.0,0.0032,0.0,0.0,0.0032,0.0232,0.0072,0.0136,0.0024
16,Saraland,Illegal,1.0,14751.0,0.002033760423022168,6.779201410073893e-05,0.00013558402820147786,0.0017625923666192123,0.031862246627347296,0.003118432648633991,0.02732018168259779,0.0014236322961155175
17,Thomasville,Illegal,1.0,3799.0,0.0047380889707817845,0.00026322716504343247,0.0,0.004474861805738352,0.029481442484864437,0.005790997630955514,0.021584627533561464,0.0021058173203474598
18,Anchorage,Recreational,4.0,286388.0,0.012123412992164476,0.0019484056594550052,0.0019484056594550052,0.008163749877788175,0.03447071804684554,0.005042110702962415,0.025416567733284913,0.004012039610598209
19,Bethel,Recreational,4.0,6642.0,0.014001806684733513,0.006473953628425173,0.00030111412225233364,0.007226738934056007,0.010689551339957843,0.0031616982836495033,0.005269497139415839,0.002258355916892502
20,Bristol Bay Borough,Recreational,4.0,817.0,0.004895960832313341,0.0,0.0,0.004895960832313341,0.011015911872705019,0.006119951040391677,0.0,0.004895960832313341
21,Cordova,Recreational,4.0,2161.0,0.0,0.0,0.0,0.0,0.002776492364645997,0.0013882461823229986,0.0013882461823229986,0.0
22,Craig,Recreational,4.0,1268.0,0.002365930599369085,0.0,0.0,0.002365930599369085,0.00946372239747634,0.0015772870662460567,0.007886435331230283,0.0
23,Dillingham,Recreational,4.0,2364.0,0.009306260575296108,0.00042301184433164127,0.0,0.008883248730964468,0.010575296108291032,0.002961082910321489,0.005922165820642978,0.001692047377326565
24,Fairbanks,Recreational,4.0,30832.0,0.008432797093928386,0.0007784120394395433,0.0013297872340425532,0.006227296315516347,0.04138557343020239,0.005546185781006747,0.029449922158796056,0.006389465490399585
25,Haines,Recreational,4.0,2524.0,0.0019809825673534074,0.0003961965134706815,0.0,0.001584786053882726,0.009112519809825673,0.0019809825673534074,0.006339144215530904,0.000792393026941363
26,Homer,Recreational,4.0,6028.0,0.002820172528201725,0.00016589250165892502,0.0,0.0026542800265428003,0.016755142667551428,0.0018248175182481751,0.013105507631055077,0.0018248175182481751
27,Juneau,Recreational,4.0,31925.0,0.009271730618637432,0.0023805794831636647,0.0012529365700861394,0.005606891151135474,0.029631949882537197,0.0047611589663273295,0.023429913860610805,0.0014408770555990602
28,Kenai,Recreational,4.0,7885.0,0.004438807863031071,0.0012682308180088776,0.00012682308180088776,0.0029169308814204187,0.01876981610653139,0.0017755231452124287,0.016233354470513633,0.0007609384908053266
29,Ketchikan,Recreational,4.0,8307.0,0.004454074876610088,0.001444564824846515,0.00024076080414108582,0.0026483688455519443,0.03009510051763573,0.0027687492476224872,0.02564102564102564,0.0016853256289876008
30,Kodiak,Recreational,4.0,5778.0,0.005711318795430945,0.0005192107995846313,0.0005192107995846313,0.004672897196261682,0.015749394254067153,0.0017307026652821046,0.012634129456559362,0.0013845621322256837
31,Kotzebue,Recreational,4.0,3249.0,0.006771314250538628,0.0003077870113881194,0.0,0.005847953216374269,0.0018467220683287165,0.0006155740227762388,0.0009233610341643582,0.0003077870113881194
32,Nome,Recreational,4.0,3900.0,0.04205128205128205,0.024102564102564103,0.001282051282051282,0.016153846153846154,0.018461538461538463,0.0020512820512820513,0.014358974358974359,0.0020512820512820513
33,North Pole,Recreational,4.0,2090.0,0.0066985645933014355,0.0004784688995215311,0.0004784688995215311,0.005741626794258373,0.026794258373205742,0.003827751196172249,0.01818181818181818,0.004784688995215311
34,North Slope Borough,Recreational,4.0,9836.0,0.012810085400569337,0.0017283448556323709,0.0,0.010980073200488003,0.005388369255795038,0.0017283448556323709,0.0026433509556730377,0.0010166734444896298
35,Palmer,Recreational,4.0,7641.0,0.002355712603062426,0.00026174584478471405,0.00026174584478471405,0.0018322209134929983,0.01099332548095799,0.0013087292239235702,0.008637612877895563,0.0010469833791388562
36,Petersburg,Recreational,4.0,3259.0,0.00245474071801166,0.0,0.0,0.00245474071801166,0.02577477753912243,0.00368211107701749,0.021478981282602026,0.000613685179502915
37,Seward,Recreational,4.0,2806.0,0.0032074126870990736,0.0010691375623663579,0.0003563791874554526,0.001781895937277263,0.021026372059871703,0.003563791874554526,0.014611546685673557,0.002851033499643621
38,Skagway,Recreational,4.0,1206.0,0.0008291873963515755,0.0,0.0,0.0008291873963515755,0.0,0.0,0.0,0.0
39,Soldotna,Recreational,4.0,4782.0,0.0014638226683396068,0.00020911752404851526,0.00020911752404851526,0.0010455876202425764,0.018611459640317858,0.0012547051442910915,0.01631116687578419,0.0010455876202425764
40,Unalaska,Recreational,4.0,4439.0,0.0020274836674926784,0.0,0.0,0.0020274836674926784,0.012164902004956072,0.00022527596305474206,0.01193962604190133,0.0
41,Valdez,Recreational,4.0,3841.0,0.0018224420723769851,0.000520697734964853,0.0,0.0013017443374121322,0.009372559229367352,0.0007810466024472793,0.008591512626920072,0.0
42,Wasilla,Recreational,4.0,11228.0,0.006946918418240114,0.0008015675097969362,0.0004453152832205201,0.0057000356252226575,0.030370502315639474,0.002404702529390809,0.025382971143569646,0.002582828642679017
43,Wrangell,Recreational,4.0,2508.0,0.0007974481658692185,0.00039872408293460925,0.0,0.00039872408293460925,0.004784688995215311,0.0011961722488038277,0.0023923444976076554,0.0011961722488038277
44,Apache Junction,Medical,2.0,43385.0,0.0021435980177480695,0.00023049441051054513,0.00023049441051054513,0.0016365103146248703,0.017748069609311974,0.0030655756597902503,0.012654143137028928,0.002028350812492797
45,Avondale,Medical,2.0,89338.0,0.003469967986746961,0.00015670823165954016,0.0006604132619937765,0.002641653047975106,0.03386017148357921,0.0028095547247531847,0.028565671942510466,0.0024849448163155657
46,Buckeye,Medical,2.0,83608.0,0.0017342838005932446,0.0004903836953401589,0.00021529040283226487,0.001016649124485695,0.014161324275188977,0.0016864414888527414,0.011386470194239785,0.0010884125920964502
47,Bullhead City,Medical,2.0,41035.0,0.002631899597904228,9.747776288534179e-05,0.0004873888144267089,0.002022663579870842,0.027050079200682343,0.004703302059217741,0.01995857195077373,0.0023882051906908737
48,Camp Verde,Medical,2.0,11223.0,0.003475006682705159,0.0,8.910273545397844e-05,0.0032076984763432237,0.01773144435534171,0.004098725830883008,0.012296177492649024,0.0013365410318096765
49,Casa Grande3,Medical,2.0,59822.0,0.005650095282671927,0.0003844739393534151,0.0006352178128447728,0.0046136872722409815,0.020059509879308615,0.002507438734913577,0.015830296546421048,0.0017217745979739895
50,Chandler,Medical,2.0,264071.0,0.002056265171109285,0.0004657838232899485,0.0003938334766028833,0.001162566128048896,0.018548042003855025,0.0019123644777351546,0.01498081955231737,0.0016548579738025
