state,2020 legal status,2020 Legal Status Code,City,Population,Violent Crime,Murder and nonnegligent manslaughter,Rape2,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson3
New Jersey,Medical,2,Wyckoff Township,"16,950",2,0,0,1,1,100,13,78,9,0
New Mexico,Decriminalized,3,Albuquerque,"562,065","7,552",80,441,"1,439","5,592","28,171","5,075","18,131","4,965",166
New Mexico,Decriminalized,3,Angel Fire3,"1,055",4,0,0,0,4,15,2,11,2,
New Mexico,Decriminalized,3,Aztec3,"6,328",25,0,2,0,23,100,28,65,7,0
New Mexico,Decriminalized,3,Bloomfield3,"7,633",77,1,15,6,55,121,21,91,9,1
New Mexico,Decriminalized,3,Carlsbad3,"30,233",195,4,18,10,163,"1,039",175,708,156,7
New Mexico,Decriminalized,3,Dexter,"1,241",1,0,0,0,1,8,6,0,2,
New Mexico,Decriminalized,3,Farmington3,"44,191",529,1,78,40,410,"1,447",295,"1,010",142,20
New Mexico,Decriminalized,3,Gallup3,"21,460",381,5,15,84,277,912,191,623,98,
New Mexico,Decriminalized,3,Las Vegas,"12,799",56,0,3,7,46,177,41,121,15,
New Mexico,Decriminalized,3,Logan3,972,2,0,1,0,1,27,11,15,1,
New Mexico,Decriminalized,3,Sunland Park,"18,437",96,0,3,3,90,115,28,72,15,2
New Mexico,Decriminalized,3,Taos,"5,917",31,0,4,3,24,289,53,209,27,
New York,Decriminalized,3,Adams Village,"1,706",0,0,0,0,0,3,1,1,1,0
New York,Decriminalized,3,Addison Town and Village,"2,458",6,0,0,0,6,7,0,7,0,0
New York,Decriminalized,3,Afton Village,795,0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Albany,"96,318",869,16,61,161,631,"2,650",422,"1,945",283,21
New York,Decriminalized,3,Albion Village,"5,698",24,0,3,1,20,146,23,121,2,1
New York,Decriminalized,3,Alexandria Bay Village,"1,023",0,0,0,0,0,3,1,2,0,0
New York,Decriminalized,3,Alfred Village,"3,970",1,0,1,0,0,17,4,13,0,0
New York,Decriminalized,3,Allegany Village,"1,685",1,0,1,0,0,7,2,5,0,0
New York,Decriminalized,3,Amherst Town,"121,304",153,0,18,39,96,"1,865",171,"1,597",97,0
New York,Decriminalized,3,Amityville Village,"9,387",5,2,0,2,1,61,5,49,7,0
New York,Decriminalized,3,Amsterdam,"17,675",37,0,4,9,24,281,53,213,15,3
New York,Decriminalized,3,Angelica Village,812,0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Arcade Village,"1,919",3,0,1,0,2,14,2,12,0,0
New York,Decriminalized,3,Attica Village,"2,389",0,0,0,0,0,14,0,11,3,0
New York,Decriminalized,3,Baldwinsville Village,"7,895",4,0,0,1,3,50,4,45,1,1
New York,Decriminalized,3,Ballston Spa Village,"5,204",0,0,0,0,0,39,9,29,1,0
New York,Decriminalized,3,Barker,504,0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Batavia,"14,278",64,0,13,12,39,345,45,286,14,0
New York,Decriminalized,3,Beacon,"13,984",15,0,1,2,12,123,22,96,5,1
New York,Decriminalized,3,Bedford Town,"17,672",2,0,0,1,1,42,4,35,3,0
New York,Decriminalized,3,Bethlehem Town,"35,039",26,1,7,3,15,380,25,346,9,0
New York,Decriminalized,3,Binghamton3,"44,083",372,1,28,50,293,"1,775",294,"1,380",101,15
New York,Decriminalized,3,Black River,"1,229",0,0,0,0,0,3,0,3,0,0
New York,Decriminalized,3,Bolton Town,"2,239",0,0,0,0,0,6,0,6,0,0
New York,Decriminalized,3,Brant Town,"2,056",0,0,0,0,0,15,1,12,2,0
New York,Decriminalized,3,Brewster,"2,329",2,0,0,0,2,9,3,6,0,0
New York,Decriminalized,3,Briarcliff Manor Village,"8,126",2,0,0,2,0,34,3,25,6,0
New York,Decriminalized,3,Brighton Town3,"35,853",34,0,9,4,21,702,72,598,32,3
New York,Decriminalized,3,Brockport Village3,"8,142",10,0,2,2,6,52,10,40,2,0
New York,Decriminalized,3,Brownville Village,"1,076",0,0,0,0,0,2,1,1,0,0
New York,Decriminalized,3,Buchanan Village,"2,233",0,0,0,0,0,12,0,12,0,0
New York,Decriminalized,3,Buffalo3,"254,627","2,592",61,53,680,"1,798","7,844","1,146","5,508","1,190",121
New York,Decriminalized,3,Cairo Town,"6,390",3,0,0,0,3,39,5,33,1,1
New York,Decriminalized,3,Caledonia Village,"2,083",0,0,0,0,0,2,0,2,0,0
New York,Decriminalized,3,Cambridge Village,"1,803",1,0,0,1,0,17,3,13,1,0
New York,Decriminalized,3,Camden Village,"2,151",0,0,0,0,0,22,1,20,1,0
New York,Decriminalized,3,Camillus Town and Village,"24,098",13,0,1,2,10,265,21,229,15,1
New York,Decriminalized,3,Canajoharie Village,"2,122",1,0,1,0,0,14,3,11,0,0
New York,Decriminalized,3,Canandaigua,"10,112",37,1,11,5,20,219,24,186,9,1
New York,Decriminalized,3,Canastota Village,"4,518",6,0,0,1,5,34,1,26,7,1
New York,Decriminalized,3,Canisteo Village,"2,120",1,0,0,0,1,4,2,2,0,0
New York,Decriminalized,3,Canton Village3,"6,516",0,0,0,0,0,13,0,13,0,0
New York,Decriminalized,3,Cape Vincent Village,689,0,0,0,0,0,1,0,1,0,0
New York,Decriminalized,3,Carmel Town,"34,093",5,0,0,0,5,113,7,99,7,0
New York,Decriminalized,3,Carroll Town3,"3,309",0,0,0,0,0,25,5,18,2,
New York,Decriminalized,3,Carthage Village,"3,250",4,0,2,0,2,53,9,43,1,0
New York,Decriminalized,3,Catskill Village,"3,787",6,0,1,0,5,71,5,66,0,0
New York,Decriminalized,3,Cattaraugus Village,897,0,0,0,0,0,2,1,1,0,0
New York,Decriminalized,3,Cayuga Heights Village,"3,589",2,0,1,1,0,15,2,13,0,0
New York,Decriminalized,3,Cazenovia Village,"2,851",2,0,0,0,2,20,6,14,0,0
New York,Decriminalized,3,Central Square Village,"1,740",0,0,0,0,0,40,1,38,1,0
New York,Decriminalized,3,Centre Island Village,409,0,0,0,0,0,1,1,0,0,0
New York,Decriminalized,3,Chatham Village,"1,606",0,0,0,0,0,1,0,1,0,0
New York,Decriminalized,3,Cheektowaga Town,"76,536",216,1,22,51,142,"2,226",273,"1,782",171,11
New York,Decriminalized,3,Chester Town,"8,095",0,0,0,0,0,7,1,6,0,0
New York,Decriminalized,3,Chester Village,"4,108",2,0,1,0,1,13,0,12,1,0
New York,Decriminalized,3,Chittenango Village,"4,826",3,0,0,0,3,19,2,16,1,0
New York,Decriminalized,3,Cicero Town,"28,755",14,0,2,5,7,291,21,244,26,0
New York,Decriminalized,3,Clarkstown Town3,"80,462",44,0,5,10,29,872,45,787,40,3
New York,Decriminalized,3,Clayton Village,"1,816",0,0,0,0,0,3,0,3,0,0
New York,Decriminalized,3,Clyde Village,"1,948",5,0,2,1,2,34,6,28,0,0
New York,Decriminalized,3,Cobleskill Village,"4,323",19,0,0,4,15,126,11,113,2,0
New York,Decriminalized,3,Coeymans Town,"7,247",8,0,0,1,7,41,6,27,8,0
New York,Decriminalized,3,Colchester Town,"1,947",1,0,0,0,1,9,3,5,1,0
New York,Decriminalized,3,Cold Spring Village,"1,940",0,0,0,0,0,12,1,11,0,0
New York,Decriminalized,3,Colonie Town,"79,082",83,0,4,28,51,"1,853",111,"1,677",65,5
New York,Decriminalized,3,Cooperstown Village,"1,743",0,0,0,0,0,1,1,0,0,0
New York,Decriminalized,3,Corning,"10,469",33,1,9,3,20,273,68,198,7,1
New York,Decriminalized,3,Cornwall-on-Hudson Village,"2,911",0,0,0,0,0,21,4,16,1,0
New York,Decriminalized,3,Cornwall Town,"9,538",2,0,0,0,2,4,1,3,0,0
New York,Decriminalized,3,Cortland,"18,615",49,0,13,3,33,514,74,434,6,0
New York,Decriminalized,3,Coxsackie Village,"2,655",0,0,0,0,0,1,0,1,0,0
New York,Decriminalized,3,Croton-on-Hudson Village,"8,097",2,0,1,0,1,40,2,36,2,0
New York,Decriminalized,3,Cuba Town,"3,059",2,1,0,0,1,31,6,22,3,0
New York,Decriminalized,3,Dansville Village,"4,341",2,0,0,2,0,53,7,45,1,0
New York,Decriminalized,3,Delhi Village,"2,935",2,0,2,0,0,24,4,19,1,0
New York,Decriminalized,3,Depew Village,"14,965",23,0,6,2,15,228,31,190,7,2
New York,Decriminalized,3,DeWitt Town,"24,947",46,0,2,10,34,724,70,613,41,1
New York,Decriminalized,3,Dexter Village,992,0,0,0,0,0,2,0,2,0,0
New York,Decriminalized,3,Dobbs Ferry Village,"11,037",2,0,0,1,1,96,5,85,6,0
New York,Decriminalized,3,Dolgeville Village,"2,055",1,0,1,0,0,20,0,19,1,0
New York,Decriminalized,3,Dryden Village,"2,066",3,0,0,1,2,57,6,51,0,0
New York,Decriminalized,3,Dunkirk3,"11,673",27,0,0,3,24,248,57,185,6,1
New York,Decriminalized,3,Durham Town,"2,648",0,0,0,0,0,1,0,1,0,0
New York,Decriminalized,3,East Aurora-Aurora Town,"13,748",3,0,0,2,1,76,7,66,3,0
New York,Decriminalized,3,Eastchester Town,"19,991",1,0,0,0,1,135,4,112,19,1
New York,Decriminalized,3,East Fishkill Town,"29,578",12,0,4,2,6,137,1,126,10,0
New York,Decriminalized,3,East Greenbush Town,"16,186",15,0,2,5,8,530,27,496,7,0
New York,Decriminalized,3,East Hampton Village,"1,140",1,0,0,0,1,23,2,19,2,0
New York,Decriminalized,3,Eden Town,"7,602",1,0,1,0,0,22,4,17,1,0
New York,Decriminalized,3,Ellicott Town3,"4,981",11,0,1,2,8,233,21,210,2,
New York,Decriminalized,3,Ellicottville,"1,563",0,0,0,0,0,20,1,19,0,0
New York,Decriminalized,3,Elmira,"26,820",59,2,0,25,32,812,87,684,41,6
New York,Decriminalized,3,Elmira Heights Village,"3,774",2,0,0,0,2,84,6,75,3,0
New York,Decriminalized,3,Elmira Town,"5,529",0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Elmsford Village,"5,279",1,0,0,0,1,11,0,10,1,0
New York,Decriminalized,3,Endicott Village3,"12,443",52,0,7,8,37,397,68,312,17,2
New York,Decriminalized,3,Evans Town,"16,061",23,0,8,1,14,154,18,124,12,2
New York,Decriminalized,3,Fairport Village3,"5,300",2,0,0,0,2,28,2,23,3,0
New York,Decriminalized,3,Fishkill Village,"2,153",2,0,0,0,2,30,2,28,0,0
New York,Decriminalized,3,Floral Park Village,"15,844",10,0,0,3,7,61,9,41,11,0
New York,Decriminalized,3,Fort Plain Village,"2,212",8,0,0,2,6,52,6,44,2,0
New York,Decriminalized,3,Frankfort Town,"4,752",4,0,0,0,4,21,1,19,1,1
New York,Decriminalized,3,Frankfort Village,"2,409",3,0,2,0,1,7,2,4,1,0
New York,Decriminalized,3,Franklinville Village,"1,618",0,0,0,0,0,3,2,1,0,0
New York,Decriminalized,3,Fredonia Village3,"10,205",11,0,0,1,10,298,27,271,0,
New York,Decriminalized,3,Friendship Town,"1,854",0,0,0,0,0,4,1,2,1,0
New York,Decriminalized,3,Galway Village,190,0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Garden City Village,"22,465",5,0,0,0,5,243,8,221,14,0
New York,Decriminalized,3,Gates Town,"28,222",65,0,7,20,38,730,67,609,54,1
New York,Decriminalized,3,Geddes Town,"10,002",6,0,1,1,4,176,10,149,17,0
New York,Decriminalized,3,Geneseo Village,"8,130",1,0,0,0,1,75,4,69,2,0
New York,Decriminalized,3,Geneva,"12,569",38,0,14,4,20,173,34,136,3,0
New York,Decriminalized,3,Glen Cove,"27,186",3,0,0,1,2,107,13,89,5,1
New York,Decriminalized,3,Glen Park Village,469,0,0,0,0,0,1,0,1,0,0
New York,Decriminalized,3,Glens Falls3,"14,215",10,0,2,0,8,105,7,95,3,
New York,Decriminalized,3,Glenville Town,"21,609",12,0,3,2,7,312,15,288,9,1
New York,Decriminalized,3,Gloversville,"14,656",79,1,14,10,54,400,57,330,13,4
New York,Decriminalized,3,Goshen Village,"5,361",2,0,0,0,2,21,2,17,2,0
New York,Decriminalized,3,Gowanda Village,"2,531",4,0,0,1,3,35,7,24,4,1
New York,Decriminalized,3,Granville Village,"2,428",2,0,0,0,2,7,3,4,0,0
New York,Decriminalized,3,Great Neck Estates Village,"2,892",1,0,0,0,1,8,3,2,3,0
New York,Decriminalized,3,Greece Town3,"95,431",150,2,16,34,98,"1,708",219,"1,371",118,6
New York,Decriminalized,3,Greenburgh Town3,"44,727",25,0,4,10,11,436,26,387,23,1
New York,Decriminalized,3,Greene Village,"1,400",0,0,0,0,0,14,0,13,1,0
New York,Decriminalized,3,Greenwich Village,"1,708",0,0,0,0,0,11,0,11,0,0
New York,Decriminalized,3,Greenwood Lake Village,"3,080",3,0,1,0,2,19,1,16,2,0
New York,Decriminalized,3,Groton Village,"2,211",0,0,0,0,0,35,3,30,2,0
New York,Decriminalized,3,Guilderland Town,"34,103",25,0,7,2,16,677,54,616,7,0
New York,Decriminalized,3,Hamburg Town,"46,513",51,0,0,16,35,674,83,570,21,1
New York,Decriminalized,3,Hamburg Village,"9,744",6,0,0,1,5,71,14,56,1,0
New York,Decriminalized,3,Hamilton Village,"4,077",0,0,0,0,0,5,1,4,0,0
New York,Decriminalized,3,Hancock Village,923,1,0,0,0,1,8,2,4,2,0
New York,Decriminalized,3,Harrison Town,"29,110",6,0,0,1,5,126,12,104,10,0
New York,Decriminalized,3,Hastings-on-Hudson Village,"7,853",2,0,0,1,1,94,5,84,5,0
New York,Decriminalized,3,Haverstraw Town,"37,034",29,2,0,6,21,225,24,198,3,0
New York,Decriminalized,3,Hempstead Village,"55,230",357,8,3,105,241,568,105,357,106,3
New York,Decriminalized,3,Herkimer Village,"7,212",10,0,2,4,4,289,28,259,2,0
New York,Decriminalized,3,Highlands Town,"8,329",0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Holley Village,"1,669",1,0,0,0,1,9,3,6,0,0
New York,Decriminalized,3,Homer Village,"3,081",0,0,0,0,0,1,1,0,0,0
New York,Decriminalized,3,Horseheads Village,"6,325",14,0,2,2,10,97,9,81,7,0
New York,Decriminalized,3,Hudson3,"6,004",22,0,3,2,17,154,16,136,2,4
New York,Decriminalized,3,Hudson Falls Village,"7,029",7,0,3,1,3,17,3,10,4,0
New York,Decriminalized,3,Hunter Town,"2,620",0,0,0,0,0,20,2,16,2,0
New York,Decriminalized,3,Huntington Bay Village,"1,436",0,0,0,0,0,7,0,7,0,0
New York,Decriminalized,3,Ilion Village,"7,613",28,0,6,1,21,194,22,166,6,1
New York,Decriminalized,3,Independence Town,"1,130",0,0,0,0,0,3,1,2,0,0
New York,Decriminalized,3,Inlet Town,301,1,0,0,0,1,4,2,2,0,0
New York,Decriminalized,3,Irvington Village,"6,478",2,0,1,1,0,29,3,24,2,0
New York,Decriminalized,3,Ithaca,"30,927",98,0,14,31,53,"1,157",141,"1,000",16,2
New York,Decriminalized,3,Johnson City Village3,"14,055",65,1,6,13,45,882,92,765,25,2
New York,Decriminalized,3,Johnstown,"8,183",10,0,4,1,5,128,11,111,6,0
New York,Decriminalized,3,Jordan Village,"1,294",0,0,0,0,0,3,1,2,0,0
New York,Decriminalized,3,Kenmore Village,"14,968",37,0,0,9,28,242,27,201,14,0
New York,Decriminalized,3,Kensington Village,"1,193",0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Kent Town,"13,123",1,0,0,1,0,37,5,29,3,1
New York,Decriminalized,3,Kings Point Village,"5,315",0,0,0,0,0,12,0,3,9,0
New York,Decriminalized,3,Kingston,"22,682",85,3,12,17,53,455,55,378,22,5
New York,Decriminalized,3,Lackawanna,"17,674",100,0,9,9,82,347,69,241,37,5
New York,Decriminalized,3,Lake Placid Village,"2,339",7,0,2,0,5,16,4,12,0,0
New York,Decriminalized,3,Lake Success Village,"3,161",0,0,0,0,0,14,5,5,4,0
New York,Decriminalized,3,Lakewood-Busti3,"7,125",5,0,5,0,0,344,46,294,4,
New York,Decriminalized,3,Lancaster Town,"37,633",12,0,2,1,9,347,33,298,16,0
New York,Decriminalized,3,Larchmont Village,"6,112",4,0,0,0,4,82,4,73,5,0
New York,Decriminalized,3,Lewisboro Town,"12,533",0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Liberty Village,"4,182",24,1,4,4,15,150,26,120,4,0
New York,Decriminalized,3,Little Falls,"4,604",12,1,2,0,9,61,17,41,3,2
New York,Decriminalized,3,Liverpool Village,"2,191",0,0,0,0,0,10,0,9,1,0
New York,Decriminalized,3,Lloyd Harbor Village,"3,655",2,0,0,0,2,12,2,7,3,0
New York,Decriminalized,3,Lloyd Town3,"10,484",6,0,3,0,3,80,3,76,1,1
New York,Decriminalized,3,Lockport,"20,212",116,0,19,26,71,490,79,385,26,1
New York,Decriminalized,3,Long Beach,"33,461",13,0,0,6,7,46,4,39,3,0
New York,Decriminalized,3,Lowville Village,"3,297",2,0,0,0,2,8,2,6,0,0
New York,Decriminalized,3,Lynbrook Village,"19,441",15,0,0,5,10,115,10,94,11,0
New York,Decriminalized,3,Macedon Town and Village,"8,856",9,0,3,1,5,87,4,79,4,1
New York,Decriminalized,3,Malone Village,"5,566",32,0,5,4,23,189,33,151,5,2
New York,Decriminalized,3,Malverne Village,"8,482",0,0,0,0,0,16,2,13,1,0
New York,Decriminalized,3,Mamaroneck Town,"12,017",0,0,0,0,0,54,4,48,2,0
New York,Decriminalized,3,Mamaroneck Village,"19,154",20,0,1,5,14,182,25,144,13,0
New York,Decriminalized,3,Manlius Town,"24,139",15,0,2,1,12,259,28,211,20,2
New York,Decriminalized,3,Marcellus Village,"1,707",0,0,0,0,0,7,0,7,0,0
New York,Decriminalized,3,Marlborough Town,"8,579",2,0,1,0,1,19,2,17,0,0
New York,Decriminalized,3,Mechanicville,"5,018",13,0,3,2,8,41,8,31,2,0
New York,Decriminalized,3,Medina Village,"5,613",14,0,2,4,8,80,20,51,9,0
New York,Decriminalized,3,Menands Village,"3,850",3,0,0,1,2,128,8,111,9,1
New York,Decriminalized,3,Middleport Village,"1,733",1,0,0,0,1,11,0,8,3,0
New York,Decriminalized,3,Middletown,"28,194",90,1,9,22,58,383,52,299,32,2
New York,Decriminalized,3,Millerton Village,"2,938",0,0,0,0,0,6,2,3,1,0
New York,Decriminalized,3,Mohawk Village,"2,507",2,0,0,1,1,23,4,19,0,0
New York,Decriminalized,3,Monroe Village,"8,609",3,0,0,0,3,97,4,93,0,0
New York,Decriminalized,3,Montgomery Village,"4,617",0,0,0,0,0,6,0,6,0,0
New York,Decriminalized,3,Monticello Village,"6,338",23,0,2,5,16,82,22,58,2,1
New York,Decriminalized,3,Moravia Village,"1,201",0,0,0,0,0,9,4,4,1,0
New York,Decriminalized,3,Moriah Town,"4,437",0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Mount Hope Town,"6,625",3,0,0,0,3,14,0,13,1,0
New York,Decriminalized,3,Mount Morris Village,"2,765",5,0,1,0,4,51,12,35,4,0
New York,Decriminalized,3,Mount Vernon,"67,339",382,7,21,84,270,879,132,615,132,15
New York,Decriminalized,3,Nassau Village,"1,094",1,0,1,0,0,5,1,4,0,0
New York,Decriminalized,3,Newark Village,"8,784",31,0,10,3,18,294,34,248,12,0
New York,Decriminalized,3,New Berlin Town,"1,507",0,0,0,0,0,5,1,4,0,0
New York,Decriminalized,3,Newburgh,"28,095",285,4,17,59,205,720,151,510,59,4
New York,Decriminalized,3,Newburgh Town,"31,691",46,4,3,13,26,765,45,698,22,1
New York,Decriminalized,3,New Castle Town,"17,824",0,0,0,0,0,77,2,74,1,0
New York,Decriminalized,3,New Hartford Town and Village3,"20,173",18,0,6,5,7,467,19,444,4,0
New York,Decriminalized,3,New Windsor Town,"27,980",20,0,1,4,15,298,26,264,8,1
New York,Decriminalized,3,New York,"8,300,377","47,959",468,"2,253","13,182","32,056","129,361","13,907","106,196","9,258",
New York,Decriminalized,3,New York Mills Village,"3,200",2,0,0,0,2,43,8,32,3,1
New York,Decriminalized,3,Niagara Town3,"8,012",1,0,0,0,1,195,18,146,31,1
New York,Decriminalized,3,Niskayuna Town,"22,428",18,0,3,5,10,422,29,376,17,0
New York,Decriminalized,3,Nissequogue Village,"1,730",0,0,0,0,0,10,3,7,0,0
New York,Decriminalized,3,Norfolk Town,"4,380",1,0,0,0,1,1,0,1,0,0
New York,Decriminalized,3,North Castle Town,"12,266",1,0,0,0,1,88,10,61,17,0
New York,Decriminalized,3,North Greenbush Town,"12,264",12,0,5,1,6,179,15,156,8,0
New York,Decriminalized,3,Northport Village,"7,258",0,0,0,0,0,2,0,2,0,0
New York,Decriminalized,3,North Syracuse Village,"6,607",15,0,0,3,12,109,10,91,8,
New York,Decriminalized,3,North Tonawanda3,"30,104",37,0,4,8,25,330,45,266,19,1
New York,Decriminalized,3,Norwich,"6,474",28,0,12,5,11,169,24,142,3,0
New York,Decriminalized,3,Norwood Village,"1,549",3,0,0,0,3,15,4,10,1,0
New York,Decriminalized,3,Ogden Town3,"20,603",11,0,2,3,6,154,13,136,5,2
New York,Decriminalized,3,Old Brookville Village,"2,196",1,0,0,0,1,47,6,23,18,0
New York,Decriminalized,3,Old Westbury Village3,"4,603",1,0,0,0,1,20,3,11,6,1
New York,Decriminalized,3,Olean,"13,334",25,0,1,1,23,242,25,204,13,1
New York,Decriminalized,3,Oneida,"10,849",67,1,14,4,48,479,55,417,7,2
New York,Decriminalized,3,Orangetown Town3,"37,320",15,1,0,7,7,289,33,241,15,0
New York,Decriminalized,3,Orchard Park Town,"29,653",8,0,0,3,5,277,35,233,9,0
New York,Decriminalized,3,Oriskany Village,"1,321",0,0,0,0,0,7,0,7,0,0
New York,Decriminalized,3,Ossining Village,"24,786",17,0,0,7,10,196,14,176,6,1
New York,Decriminalized,3,Owego Village,"3,846",15,0,2,1,12,175,32,139,4,1
New York,Decriminalized,3,Oxford Village,"1,372",0,0,0,0,0,3,0,2,1,0
New York,Decriminalized,3,Oyster Bay Cove Village,"4,300",0,0,0,0,0,17,3,9,5,0
New York,Decriminalized,3,Painted Post Village,"1,939",1,0,0,0,1,2,0,1,1,0
New York,Decriminalized,3,Palmyra Village,"3,299",0,0,0,0,0,10,2,7,1,0
New York,Decriminalized,3,Peekskill,"24,371",33,3,3,14,13,176,11,156,9,1
New York,Decriminalized,3,Pelham Manor Village,"5,535",1,0,0,0,1,134,20,109,5,0
New York,Decriminalized,3,Pelham Village,"6,956",1,0,0,0,1,57,2,53,2,0
New York,Decriminalized,3,Penn Yan Village,"4,900",3,0,2,1,0,59,6,53,0,0
New York,Decriminalized,3,Perry Village,"3,471",3,0,2,0,1,49,6,42,1,0
New York,Decriminalized,3,Phoenix Village,"2,226",3,0,0,0,3,7,3,4,0,0
New York,Decriminalized,3,Pine Plains Town,"2,399",0,0,0,0,0,1,1,0,0,0
New York,Decriminalized,3,Plattsburgh City,"19,460",27,0,3,1,23,239,26,207,6,1
New York,Decriminalized,3,Pleasantville Village,"7,280",4,0,0,1,3,55,7,43,5,0
New York,Decriminalized,3,Port Byron Village,"1,182",0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Port Chester Village,"29,181",22,0,3,6,13,209,18,180,11,3
New York,Decriminalized,3,Port Jervis,"8,526",22,0,6,3,13,116,10,97,9,1
New York,Decriminalized,3,Portville Village,941,0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Port Washington,"19,391",8,0,1,2,5,115,11,102,2,0
New York,Decriminalized,3,Poughkeepsie,"30,480",243,6,21,46,170,529,57,440,32,1
New York,Decriminalized,3,Poughkeepsie Town,"38,934",69,0,15,20,34,892,53,799,40,
New York,Decriminalized,3,Pound Ridge Town,"5,133",1,0,1,0,0,40,2,38,0,0
New York,Decriminalized,3,Pulaski Village,"2,211",0,0,0,0,0,29,2,26,1,0
New York,Decriminalized,3,Quogue Village,"1,019",1,0,0,0,1,31,4,25,2,0
New York,Decriminalized,3,Ramapo Town,"95,165",73,0,21,6,46,480,51,400,29,5
New York,Decriminalized,3,Rensselaer City,"9,149",19,0,6,6,7,83,6,71,6,0
New York,Decriminalized,3,Rhinebeck Village,"2,554",1,0,0,0,1,18,1,17,0,0
New York,Decriminalized,3,Riverhead Town,"33,461",28,0,0,8,20,475,23,440,12,4
New York,Decriminalized,3,Rochester,"205,199","1,680",48,86,418,"1,128","6,887","1,389","4,583",915,152
New York,Decriminalized,3,Rockville Centre Village,"24,604",14,0,0,3,11,106,18,72,16,0
New York,Decriminalized,3,Rome3,"31,978",65,0,8,7,50,570,70,457,43,0
New York,Decriminalized,3,Rotterdam Town,"30,071",35,0,0,6,29,714,67,611,36,1
New York,Decriminalized,3,Rye,"15,692",0,0,0,0,0,20,1,9,10,0
New York,Decriminalized,3,Rye Brook Village,"9,542",0,0,0,0,0,76,4,54,18,0
New York,Decriminalized,3,Sag Harbor Village,"2,296",0,0,0,0,0,0,0,0,0,0
New York,Decriminalized,3,Salamanca,"5,360",18,1,3,3,11,42,12,25,5,2
New York,Decriminalized,3,Sands Point Village,"2,919",1,0,1,0,0,12,2,4,6,0
New York,Decriminalized,3,Saratoga Springs,"28,397",53,1,12,6,34,449,50,382,17,4
New York,Decriminalized,3,Saugerties Town,"18,956",21,1,6,2,12,145,20,115,10,1
New York,Decriminalized,3,Schenectady,"65,176",468,5,26,90,347,"1,622",266,"1,187",169,30
New York,Decriminalized,3,Schodack Town,"11,617",6,0,2,0,4,47,12,33,2,0
New York,Decriminalized,3,Schoharie Village,806,0,0,0,0,0,4,0,4,0,0
New York,Decriminalized,3,Scotia Village,"7,631",7,0,1,3,3,146,11,126,9,0
New York,Decriminalized,3,Seneca Falls Town3,"8,573",15,0,6,0,9,163,12,146,5,0
New York,Decriminalized,3,Shawangunk Town3,"13,782",3,0,2,1,0,39,6,31,2,0
New York,Decriminalized,3,Sherburne Village,"1,301",3,0,0,0,3,13,1,11,1,0
New York,Decriminalized,3,Sherrill,"2,964",0,0,0,0,0,18,0,18,0,0
New York,Decriminalized,3,Sidney Village,"3,553",6,0,0,0,6,40,6,33,1,1
New York,Decriminalized,3,Skaneateles Village,"2,466",0,0,0,0,0,21,3,18,0,0
New York,Decriminalized,3,Sleepy Hollow Village,"10,064",0,0,0,0,0,24,3,15,6,3
New York,Decriminalized,3,Solvay Village,"6,196",14,0,2,2,10,66,11,49,6,0
New York,Decriminalized,3,Southampton Town,"51,162",38,1,3,5,29,595,54,494,47,0
New York,Decriminalized,3,Southampton Village,"3,330",0,0,0,0,0,45,1,42,2,0
New York,Decriminalized,3,South Glens Falls Village,"3,647",5,0,0,2,3,28,7,20,1,0
New York,Decriminalized,3,Southold Town,"19,957",11,0,4,0,7,270,41,224,5,0
New York,Decriminalized,3,Spring Valley Village3,"32,356",96,2,11,24,59,343,41,289,13,1
New York,Decriminalized,3,Stillwater Town,"7,340",1,0,0,0,1,14,2,12,0,0
New York,Decriminalized,3,St. Johnsville Village,"1,668",1,0,0,0,1,15,2,13,0,0
New York,Decriminalized,3,Stony Point Town3,"15,338",3,0,0,0,3,45,10,35,0,0
New York,Decriminalized,3,Syracuse,"142,011","1,192",32,96,222,842,"4,009","1,032","2,463",514,48
New York,Decriminalized,3,Tarrytown Village,"11,383",9,0,3,4,2,55,7,43,5,1
New York,Decriminalized,3,Theresa Village,772,0,0,0,0,0,0,0,0,0,0
